url,favs_lognorm
https://habrahabr.ru/post/314080/,0.4245305558678843
https://habrahabr.ru/company/plesk/blog/313732/,-1.0762932697234955
https://habrahabr.ru/company/etagi/blog/314000/,0.6624264779944189
https://habrahabr.ru/company/knopka/blog/314030/,0.5169369178768002
https://geektimes.ru/company/audiomania/blog/282058/,1.1468873072051022
https://habrahabr.ru/company/pechkin/blog/314066/,0.26811945208270216
https://habrahabr.ru/company/first/blog/314106/,0.5398464740549802
https://habrahabr.ru/company/vasexperts/blog/313558/,0.240331996262278
https://habrahabr.ru/post/314108/,1.6608556997101156
https://habrahabr.ru/company/cbs/blog/313830/,0.24615304827831969
https://habrahabr.ru/company/jugru/blog/313908/,0.22428437630648762
https://habrahabr.ru/post/314110/,0.3605168892825727
https://habrahabr.ru/company/pt/blog/314112/,0.016673639038609717
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.07144314456458366
https://habrahabr.ru/post/314114/,0.7943361452210294
https://habrahabr.ru/post/314118/,1.3171934040260531
https://habrahabr.ru/post/314122/,0.517920392047973
https://geektimes.ru/company/dadget/blog/281786/,0.13123293550573598
https://habrahabr.ru/company/kickidler/blog/314042/,-0.4451079364731223
https://habrahabr.ru/company/it-grad/blog/312042/,-0.11031026716045286
https://habrahabr.ru/company/1cloud/blog/314022/,-0.24780985112352044
https://habrahabr.ru/post/314126/,-0.6548463267648696
https://habrahabr.ru/post/313966/,0.44412488653481236
https://habrahabr.ru/company/piter/blog/314120/,0.46017358955258775
https://geektimes.ru/post/282094/,0.14535103530527246
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.33938181679443447
https://habrahabr.ru/company/ru_mts/blog/314134/,0.36844021707942926
https://habrahabr.ru/post/314028/,0.6550229518503206
https://habrahabr.ru/post/314136/,-0.1514238898259003
https://habrahabr.ru/post/313904/,0.2923256095834675
https://habrahabr.ru/post/314140/,0.5859020358917097
https://habrahabr.ru/company/acronis/blog/309688/,0.0005995269757154073
https://geektimes.ru/post/282096/,-0.40868454634408496
