session_id,target
1,2.6362861447960346e-06
2,2.3944227707690835e-10
3,1.1347133437185482e-12
4,1.464382442042452e-17
5,1.0250601247359741e-06
6,1.8293527187829928e-07
7,0.00012303899449554528
8,2.8769068464397884e-06
9,8.393847172830471e-07
10,0.0003346007666171377
11,2.441987716436636e-07
12,1.9070671836129393e-08
13,3.5324730919180484e-07
14,0.004629158381918219
15,2.3129981437437287e-06
16,1.7760970233504025e-05
17,0.012669061401955638
18,9.124009396925441e-10
19,1.2927637900873305e-05
20,6.22472649519619e-10
21,0.02082272250194071
22,5.370709249416831e-10
23,1.6258756132145405e-07
24,2.4317411633073616e-05
25,0.06708062359709177
26,2.0391909349428646e-16
27,1.356663153245428e-07
28,1.9598447368700314e-13
29,0.008932334675385767
30,5.019981022789587e-06
31,0.01118043997729878
32,0.008877501878381015
33,3.429527287034664e-07
34,5.968100180574959e-11
35,0.0018366966016891712
36,0.00012085444949771705
37,1.366592872688698e-16
38,7.827396491648491e-11
39,8.74991203158559e-07
40,2.0704013826257766e-08
41,8.318455760357664e-06
42,0.007363884263458921
43,2.8362196314639047e-09
44,2.2758966716571006e-07
45,0.9212742487698322
46,2.3090500820634005e-07
47,1.0971975015300689e-05
48,3.7173945866564546e-07
49,7.766970280812528e-08
50,1.174096171459342e-10
51,1.9489122993958753e-15
52,7.825182850997272e-09
53,0.015807199973290897
54,8.711478460097715e-06
55,7.841618357094627e-10
56,0.0007137287387172251
57,4.326245576996856e-12
58,7.874747664394594e-11
59,1.0316147611709047e-07
60,2.8756763012764226e-09
61,1.0499913327640292e-10
62,1.7665131156379054e-06
63,2.830147489400655e-09
64,4.614551690161619e-09
65,3.097902016553588e-08
66,2.217401514316026e-09
67,5.330677276853915e-08
68,9.093538362047732e-06
69,0.034482926079805624
70,1.2239104463816794e-07
71,1.6694359707396993e-05
72,1.5810932890151372e-05
73,0.11154874072834198
74,3.7219089982010045e-08
75,1.892315826151203e-06
76,1.171137959657405e-05
77,8.328911091173128e-06
78,0.0008133903140845108
79,1.1537034990212277e-08
80,1.25621256342602e-07
81,1.3810434284505526e-09
82,4.842873003699119e-06
83,3.645984969873699e-15
84,0.7612083341331835
85,7.423501185948784e-08
86,5.020796984650163e-09
87,0.0005548573355776177
88,7.975605205091841e-06
89,6.909911778189616e-05
90,0.016837302970702815
91,5.971001034336478e-08
92,7.129215820015179e-09
93,0.02619779501949893
94,1.430140588391259e-06
95,0.09569659139111986
96,5.332424855165631e-10
97,1.3428253030723007e-06
98,1.4777893897617795e-08
99,1.3884127972582615e-09
100,3.6711751662233376e-06
101,5.120642571314117e-07
102,0.11451885965502591
103,8.498255969489737e-07
104,3.9127078307170305e-07
105,5.861810447092271e-09
106,4.426084675290363e-08
107,0.0002732597408505567
108,1.824800011146552e-07
109,2.0667038833854937e-10
110,2.5633749885541847e-08
111,1.746419959936111e-06
112,2.814452972102849e-13
113,6.159187723605778e-05
114,1.8127129515633e-11
115,1.2279261342541705e-09
116,1.5176346166459519e-06
117,1.8097025656691881e-06
118,0.00010002058264271928
119,6.51571381323147e-05
120,5.28993122316137e-06
121,3.1114209256709184e-08
122,1.3483083463539262e-08
123,4.385239051125158e-08
124,5.715649671742546e-08
125,0.0009230890674188358
126,1.1590617997994946e-09
127,1.4531744638776535e-13
128,1.866240637471396e-07
129,0.00029832134793159954
130,0.0011383233879734614
131,3.9398704489754644e-05
132,0.00014916066737850255
133,0.00031414766136243246
134,4.825428874055308e-11
135,9.141793453552986e-11
136,1.1052985662814225e-08
137,1.0149490669357908e-07
138,0.00017428671535649483
139,3.808842096911342e-09
140,4.1995619204014456e-07
141,2.2345998283151833e-12
142,9.105025321309426e-08
143,4.466809208469567e-08
144,0.00021959272250217092
145,1.6915239473723514e-10
146,3.189954953475282e-05
147,4.262946837641454e-07
148,0.00011867147477643678
149,0.00011591040485738761
150,0.01970744052366524
151,4.0780277126212024e-11
152,0.014477109312433975
153,1.5742917129978812e-06
154,8.357627354940627e-07
155,3.9178765802178004e-07
156,7.1706896838636895e-09
157,3.1748159939461095e-09
158,1.9786986879539702e-08
159,5.404439600866019e-07
160,1.0077184104330026e-08
161,0.00025000960385653854
162,6.2709064933003885e-06
163,3.6596315934064668e-06
164,0.0003126763641753844
165,8.84294446513074e-13
166,6.277033782873524e-10
167,0.0005503277683198612
168,0.00011591040485738761
169,6.835596292936066e-05
170,1.9891540985539863e-05
171,0.0001813499612315335
172,6.708333715305697e-06
173,2.555412072684778e-07
174,2.141856615405003e-06
175,0.23106279344937775
176,0.0001506533484207782
177,0.0022033478597146368
178,9.022909533241316e-11
179,1.1685450983024668e-07
180,2.0470640950624795e-05
181,1.885799300997866e-07
182,0.000156648598534404
183,8.160977857548804e-09
184,8.685307811634317e-07
185,1.3430814195089657e-08
186,3.7609112638392614e-07
187,1.488705918169286e-12
188,2.025184495336325e-09
189,0.000312780234187028
190,6.069307769272788e-08
191,2.748314117663045e-07
192,6.2575988109837e-08
193,0.00017637747005195596
194,9.13860523477271e-05
195,6.285136313503893e-07
196,1.4396470486093177e-09
197,1.1553308684333778e-07
198,0.00031266932326613566
199,0.011499911031922022
200,4.1733306820958936e-08
201,1.775087110057168e-07
202,0.014028749932210732
203,1.5508029695007856e-09
204,2.266729185761403e-06
205,0.0004727301099080742
206,5.00974480762555e-18
207,6.726516661412809e-08
208,0.00010361942062755851
209,6.518037205694819e-09
210,0.00019678735885258588
211,6.0065924996951825e-05
212,0.012490614271342926
213,2.2860967001102775e-08
214,0.016723444149844256
215,9.563597362572539e-05
216,0.00421256679965746
217,0.06944716002224831
218,5.1089761253231985e-05
219,1.4533257385708137e-05
220,1.1103117255626094e-05
221,3.143496405192334e-05
222,1.1649470791594483e-07
223,0.010291798200701831
224,3.4599025193765245e-05
225,0.01074603006958699
226,0.0004730922490322896
227,2.1284304450305903e-05
228,4.5968617842328763e-07
229,3.2467268767503086e-08
230,9.181967311349247e-05
231,2.4608512857282197e-09
232,5.706266062055454e-09
233,2.301994210449525e-09
234,0.000503759195271977
235,1.531521023163957e-06
236,1.1237098724665728e-05
237,1.7853276531035866e-05
238,8.655412253411076e-05
239,8.74991203158559e-07
240,0.00016803219408211437
241,6.49135377389426e-07
242,4.0580239290895186e-13
